Distance Travelled,Radial Distance,Deadend,Turned Head,Blocks,Radius,Timeout
4.850390118,4.850358596,FALSE,0,18,3,FALSE
9.251647474,9.072517188,FALSE,0,72,6,FALSE
5.913093405,5.415123967,TRUE,0,162,9,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
1.965310279,1.923191619,TRUE,0,128,8,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
15.69987688,14.64473528,FALSE,0,200,10,FALSE
6.335711763,5.509948317,TRUE,0,200,10,FALSE
6.234676818,5.686822347,TRUE,0,200,10,FALSE
10.13725864,7.688581542,FALSE,0,50,5,FALSE
1.630599233,1.630060921,TRUE,0,200,10,FALSE
9.96183501,9.061732051,FALSE,0,72,6,FALSE
4.814408832,4.776421541,FALSE,0,18,3,FALSE
5.560144715,4.907288175,TRUE,0,98,7,FALSE
4.014041251,3.796504763,TRUE,0,128,8,FALSE
2.543288473,2.384759222,TRUE,0,162,9,FALSE
4.695641053,4.676977874,TRUE,0,128,8,FALSE
7.724401977,6.609797156,TRUE,0,128,8,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
4.402382876,4.255022077,TRUE,0,98,7,FALSE
2.577944528,2.577929386,TRUE,0,98,7,FALSE
5.559155634,4.845379765,FALSE,0,18,3,FALSE
7.799809543,7.627872197,FALSE,0,50,5,FALSE
6.413165702,6.254207921,FALSE,0,32,4,FALSE
5.79435845,5.245710426,TRUE,0,200,10,FALSE
3.03192582,2.976371663,TRUE,0,50,5,FALSE
7.668918277,7.604930379,FALSE,0,50,5,FALSE
2.684568287,2.632937392,TRUE,0,98,7,FALSE
10.82144399,10.53869813,FALSE,0,98,7,FALSE
9.332806649,8.898034433,TRUE,0,242,11,FALSE
6.785298505,6.18996259,FALSE,0,32,4,FALSE
3.374372568,2.845803044,TRUE,0,200,10,FALSE
